cell_id,donor,cell_type,species,batch_nn,dataset,leiden
celseq_D101_29,D10,ductal,human,celseq,celseq,1
celseq_D101_31,D10,beta,human,celseq,celseq,3
celseq_D101_35,D10,beta,human,celseq,celseq,3
celseq_D101_37,D10,ductal,human,celseq,celseq,1
celseq_D101_43,D10,gamma,human,celseq,celseq,10
celseq_D101_48,D10,stellate,human,celseq,celseq,11
celseq_D101_50,D10,acinar,human,celseq,celseq,2
celseq_D101_51,D10,acinar,human,celseq,celseq,2
celseq_D101_52,D10,acinar,human,celseq,celseq,2
celseq_D101_53,D10,ductal,human,celseq,celseq,1
celseq_D101_66,D10,acinar,human,celseq,celseq,2
celseq_D101_69,D10,ductal,human,celseq,celseq,1
celseq_D101_72,D10,ductal,human,celseq,celseq,1
celseq_D101_73,D10,ductal,human,celseq,celseq,3
celseq_D101_74,D10,acinar,human,celseq,celseq,2
celseq_D101_81,D10,alpha,human,celseq,celseq,4
celseq_D101_82,D10,acinar,human,celseq,celseq,2
celseq_D101_84,D10,alpha,human,celseq,celseq,7
celseq_D101_89,D10,beta,human,celseq,celseq,0
celseq_D101_93,D10,gamma,human,celseq,celseq,10
celseq_D101_95,D10,alpha,human,celseq,celseq,9
celseq_D102_1,D10,ductal,human,celseq,celseq,1
celseq_D102_4,D10,gamma,human,celseq,celseq,10
celseq_D102_7,D10,beta,human,celseq,celseq,0
celseq_D102_11,D10,beta,human,celseq,celseq,0
celseq_D102_17,D10,delta,human,celseq,celseq,5
celseq_D102_18,D10,beta,human,celseq,celseq,0
celseq_D102_21,D10,stellate,human,celseq,celseq,11
celseq_D102_24,D10,beta,human,celseq,celseq,3
celseq_D102_25,D10,beta,human,celseq,celseq,0
celseq_D102_26,D10,acinar,human,celseq,celseq,2
celseq_D102_39,D10,beta,human,celseq,celseq,3
celseq_D102_45,D10,beta,human,celseq,celseq,0
celseq_D102_50,D10,delta,human,celseq,celseq,5
celseq_D102_51,D10,acinar,human,celseq,celseq,2
celseq_D102_54,D10,acinar,human,celseq,celseq,2
celseq_D102_55,D10,beta,human,celseq,celseq,0
celseq_D102_58,D10,beta,human,celseq,celseq,0
celseq_D102_59,D10,beta,human,celseq,celseq,0
celseq_D102_61,D10,delta,human,celseq,celseq,5
celseq_D102_63,D10,beta,human,celseq,celseq,3
celseq_D102_64,D10,ductal,human,celseq,celseq,1
celseq_D102_66,D10,beta,human,celseq,celseq,0
celseq_D102_68,D10,alpha,human,celseq,celseq,9
celseq_D102_69,D10,acinar,human,celseq,celseq,2
celseq_D102_71,D10,acinar,human,celseq,celseq,2
celseq_D102_73,D10,ductal,human,celseq,celseq,1
celseq_D102_76,D10,acinar,human,celseq,celseq,2
celseq_D102_78,D10,ductal,human,celseq,celseq,1
celseq_D102_79,D10,ductal,human,celseq,celseq,1
celseq_D102_87,D10,ductal,human,celseq,celseq,1
celseq_D102_91,D10,acinar,human,celseq,celseq,2
celseq_D102_93,D10,alpha,human,celseq,celseq,7
celseq_D102_96,D10,beta,human,celseq,celseq,3
celseq_D1713_1,D17,ductal,human,celseq,celseq,1
celseq_D1713_2,D17,ductal,human,celseq,celseq,1
celseq_D1713_3,D17,ductal,human,celseq,celseq,15
celseq_D1713_4,D17,ductal,human,celseq,celseq,1
celseq_D1713_5,D17,ductal,human,celseq,celseq,1
celseq_D1713_8,D17,acinar,human,celseq,celseq,2
celseq_D1713_9,D17,alpha,human,celseq,celseq,6
celseq_D1713_10,D17,ductal,human,celseq,celseq,16
celseq_D1713_11,D17,beta,human,celseq,celseq,3
celseq_D1713_12,D17,ductal,human,celseq,celseq,1
celseq_D1713_13,D17,ductal,human,celseq,celseq,1
celseq_D1713_14,D17,ductal,human,celseq,celseq,1
celseq_D1713_15,D17,acinar,human,celseq,celseq,2
celseq_D1713_16,D17,acinar,human,celseq,celseq,2
celseq_D1713_17,D17,ductal,human,celseq,celseq,1
celseq_D1713_18,D17,beta,human,celseq,celseq,3
celseq_D1713_19,D17,beta,human,celseq,celseq,3
celseq_D1713_20,D17,ductal,human,celseq,celseq,1
celseq_D1713_21,D17,alpha,human,celseq,celseq,6
celseq_D1713_22,D17,ductal,human,celseq,celseq,1
celseq_D1713_23,D17,stellate,human,celseq,celseq,11
celseq_D1713_25,D17,ductal,human,celseq,celseq,1
celseq_D1713_26,D17,delta,human,celseq,celseq,5
celseq_D1713_27,D17,acinar,human,celseq,celseq,2
celseq_D1713_28,D17,ductal,human,celseq,celseq,1
celseq_D1713_29,D17,acinar,human,celseq,celseq,2
celseq_D1713_30,D17,ductal,human,celseq,celseq,1
celseq_D1713_31,D17,ductal,human,celseq,celseq,1
celseq_D1713_32,D17,ductal,human,celseq,celseq,1
celseq_D1713_33,D17,acinar,human,celseq,celseq,2
celseq_D1713_34,D17,stellate,human,celseq,celseq,11
celseq_D1713_35,D17,ductal,human,celseq,celseq,1
celseq_D1713_38,D17,stellate,human,celseq,celseq,11
celseq_D1713_40,D17,stellate,human,celseq,celseq,11
celseq_D1713_41,D17,ductal,human,celseq,celseq,15
celseq_D1713_42,D17,ductal,human,celseq,celseq,2
celseq_D1713_43,D17,ductal,human,celseq,celseq,1
celseq_D1713_46,D17,ductal,human,celseq,celseq,1
celseq_D1713_47,D17,ductal,human,celseq,celseq,1
celseq_D1713_48,D17,ductal,human,celseq,celseq,1
celseq_D1713_49,D17,ductal,human,celseq,celseq,1
celseq_D1713_50,D17,acinar,human,celseq,celseq,2
celseq_D1713_51,D17,stellate,human,celseq,celseq,11
celseq_D1713_52,D17,ductal,human,celseq,celseq,16
celseq_D1713_53,D17,ductal,human,celseq,celseq,1
celseq_D1713_54,D17,ductal,human,celseq,celseq,1
celseq_D1713_55,D17,ductal,human,celseq,celseq,1
celseq_D1713_56,D17,ductal,human,celseq,celseq,1
celseq_D1713_57,D17,ductal,human,celseq,celseq,1
celseq_D1713_58,D17,acinar,human,celseq,celseq,2
celseq_D1713_59,D17,ductal,human,celseq,celseq,1
celseq_D1713_61,D17,acinar,human,celseq,celseq,2
celseq_D1713_62,D17,ductal,human,celseq,celseq,0
celseq_D1713_63,D17,acinar,human,celseq,celseq,2
celseq_D1713_64,D17,ductal,human,celseq,celseq,1
celseq_D1713_65,D17,ductal,human,celseq,celseq,1
celseq_D1713_66,D17,ductal,human,celseq,celseq,1
celseq_D1713_67,D17,acinar,human,celseq,celseq,2
celseq_D1713_68,D17,acinar,human,celseq,celseq,2
celseq_D1713_69,D17,acinar,human,celseq,celseq,2
celseq_D1713_70,D17,acinar,human,celseq,celseq,2
celseq_D1713_71,D17,acinar,human,celseq,celseq,2
celseq_D1713_72,D17,acinar,human,celseq,celseq,2
celseq_D1713_73,D17,ductal,human,celseq,celseq,3
celseq_D1713_74,D17,ductal,human,celseq,celseq,1
celseq_D1713_75,D17,ductal,human,celseq,celseq,1
celseq_D1713_76,D17,stellate,human,celseq,celseq,11
celseq_D1713_77,D17,ductal,human,celseq,celseq,1
celseq_D1713_79,D17,ductal,human,celseq,celseq,15
celseq_D1713_80,D17,acinar,human,celseq,celseq,2
celseq_D1713_81,D17,ductal,human,celseq,celseq,1
celseq_D1713_82,D17,ductal,human,celseq,celseq,15
celseq_D1713_83,D17,ductal,human,celseq,celseq,1
celseq_D1713_84,D17,ductal,human,celseq,celseq,1
celseq_D1713_85,D17,ductal,human,celseq,celseq,1
celseq_D1713_86,D17,ductal,human,celseq,celseq,3
celseq_D1713_87,D17,ductal,human,celseq,celseq,1
celseq_D1713_88,D17,ductal,human,celseq,celseq,1
celseq_D1713_89,D17,acinar,human,celseq,celseq,2
celseq_D1713_90,D17,alpha,human,celseq,celseq,9
celseq_D1713_91,D17,acinar,human,celseq,celseq,2
celseq_D1713_92,D17,ductal,human,celseq,celseq,14
celseq_D1713_93,D17,ductal,human,celseq,celseq,13
celseq_D1713_94,D17,ductal,human,celseq,celseq,1
celseq_D1713_95,D17,beta,human,celseq,celseq,3
celseq_D172444_1,D17,delta,human,celseq,celseq,5
celseq_D172444_8,D17,alpha,human,celseq,celseq,8
celseq_D172444_9,D17,alpha,human,celseq,celseq,8
celseq_D172444_10,D17,alpha,human,celseq,celseq,9
celseq_D172444_11,D17,beta,human,celseq,celseq,3
celseq_D172444_13,D17,alpha,human,celseq,celseq,9
celseq_D172444_15,D17,ductal,human,celseq,celseq,1
celseq_D172444_18,D17,ductal,human,celseq,celseq,16
celseq_D172444_19,D17,acinar,human,celseq,celseq,2
celseq_D172444_21,D17,beta,human,celseq,celseq,3
celseq_D172444_22,D17,alpha,human,celseq,celseq,4
celseq_D172444_23,D17,ductal,human,celseq,celseq,10
celseq_D172444_25,D17,alpha,human,celseq,celseq,4
celseq_D172444_26,D17,ductal,human,celseq,celseq,9
celseq_D172444_28,D17,alpha,human,celseq,celseq,8
celseq_D172444_29,D17,alpha,human,celseq,celseq,6
celseq_D172444_32,D17,alpha,human,celseq,celseq,8
celseq_D172444_33,D17,alpha,human,celseq,celseq,4
celseq_D172444_35,D17,alpha,human,celseq,celseq,4
celseq_D172444_36,D17,alpha,human,celseq,celseq,4
celseq_D172444_37,D17,alpha,human,celseq,celseq,4
celseq_D172444_38,D17,alpha,human,celseq,celseq,7
celseq_D172444_39,D17,endothelial,human,celseq,celseq,13
celseq_D172444_41,D17,alpha,human,celseq,celseq,4
celseq_D172444_42,D17,alpha,human,celseq,celseq,4
celseq_D172444_43,D17,alpha,human,celseq,celseq,4
celseq_D172444_46,D17,alpha,human,celseq,celseq,4
celseq_D172444_47,D17,beta,human,celseq,celseq,0
celseq_D172444_48,D17,beta,human,celseq,celseq,3
celseq_D172444_49,D17,alpha,human,celseq,celseq,6
celseq_D172444_51,D17,beta,human,celseq,celseq,3
celseq_D172444_52,D17,alpha,human,celseq,celseq,4
celseq_D172444_53,D17,alpha,human,celseq,celseq,8
celseq_D172444_54,D17,alpha,human,celseq,celseq,10
celseq_D172444_55,D17,beta,human,celseq,celseq,3
celseq_D172444_56,D17,alpha,human,celseq,celseq,8
celseq_D172444_57,D17,alpha,human,celseq,celseq,8
celseq_D172444_59,D17,ductal,human,celseq,celseq,15
celseq_D172444_60,D17,alpha,human,celseq,celseq,9
celseq_D172444_62,D17,alpha,human,celseq,celseq,8
celseq_D172444_65,D17,beta,human,celseq,celseq,3
celseq_D172444_66,D17,alpha,human,celseq,celseq,7
celseq_D172444_67,D17,beta,human,celseq,celseq,3
celseq_D172444_68,D17,gamma,human,celseq,celseq,10
celseq_D172444_69,D17,beta,human,celseq,celseq,3
celseq_D172444_71,D17,alpha,human,celseq,celseq,8
celseq_D172444_72,D17,alpha,human,celseq,celseq,9
celseq_D172444_73,D17,alpha,human,celseq,celseq,8
celseq_D172444_74,D17,beta,human,celseq,celseq,3
celseq_D172444_75,D17,ductal,human,celseq,celseq,9
celseq_D172444_76,D17,delta,human,celseq,celseq,5
celseq_D172444_77,D17,alpha,human,celseq,celseq,7
celseq_D172444_78,D17,alpha,human,celseq,celseq,8
celseq_D172444_79,D17,alpha,human,celseq,celseq,4
celseq_D172444_80,D17,delta,human,celseq,celseq,5
celseq_D172444_81,D17,alpha,human,celseq,celseq,4
celseq_D172444_83,D17,alpha,human,celseq,celseq,4
celseq_D172444_85,D17,alpha,human,celseq,celseq,4
celseq_D172444_86,D17,beta,human,celseq,celseq,3
celseq_D172444_87,D17,alpha,human,celseq,celseq,8
celseq_D172444_88,D17,alpha,human,celseq,celseq,4
celseq_D172444_90,D17,alpha,human,celseq,celseq,4
celseq_D172444_91,D17,alpha,human,celseq,celseq,7
celseq_D172444_93,D17,alpha,human,celseq,celseq,6
celseq_D17All1_1,D17,alpha,human,celseq,celseq,7
celseq_D17All1_2,D17,gamma,human,celseq,celseq,10
celseq_D17All1_3,D17,beta,human,celseq,celseq,0
celseq_D17All1_4,D17,alpha,human,celseq,celseq,6
celseq_D17All1_5,D17,beta,human,celseq,celseq,3
celseq_D17All1_6,D17,beta,human,celseq,celseq,3
celseq_D17All1_7,D17,beta,human,celseq,celseq,0
celseq_D17All1_8,D17,alpha,human,celseq,celseq,6
celseq_D17All1_9,D17,ductal,human,celseq,celseq,15
celseq_D17All1_10,D17,alpha,human,celseq,celseq,6
celseq_D17All1_11,D17,ductal,human,celseq,celseq,1
celseq_D17All1_12,D17,beta,human,celseq,celseq,3
celseq_D17All1_16,D17,ductal,human,celseq,celseq,1
celseq_D17All1_18,D17,gamma,human,celseq,celseq,10
celseq_D17All1_19,D17,beta,human,celseq,celseq,0
celseq_D17All1_20,D17,ductal,human,celseq,celseq,1
celseq_D17All1_22,D17,beta,human,celseq,celseq,3
celseq_D17All1_23,D17,beta,human,celseq,celseq,3
celseq_D17All1_24,D17,ductal,human,celseq,celseq,1
celseq_D17All1_25,D17,ductal,human,celseq,celseq,1
celseq_D17All1_26,D17,ductal,human,celseq,celseq,1
celseq_D17All1_27,D17,alpha,human,celseq,celseq,6
celseq_D17All1_28,D17,gamma,human,celseq,celseq,10
celseq_D17All1_29,D17,ductal,human,celseq,celseq,1
celseq_D17All1_30,D17,alpha,human,celseq,celseq,6
celseq_D17All1_31,D17,ductal,human,celseq,celseq,1
celseq_D17All1_32,D17,ductal,human,celseq,celseq,15
celseq_D17All1_33,D17,delta,human,celseq,celseq,5
celseq_D17All1_35,D17,beta,human,celseq,celseq,3
celseq_D17All1_36,D17,acinar,human,celseq,celseq,2
celseq_D17All1_37,D17,delta,human,celseq,celseq,5
celseq_D17All1_38,D17,beta,human,celseq,celseq,3
celseq_D17All1_39,D17,delta,human,celseq,celseq,5
celseq_D17All1_40,D17,beta,human,celseq,celseq,0
celseq_D17All1_41,D17,ductal,human,celseq,celseq,1
celseq_D17All1_42,D17,alpha,human,celseq,celseq,7
celseq_D17All1_43,D17,alpha,human,celseq,celseq,6
celseq_D17All1_44,D17,ductal,human,celseq,celseq,1
celseq_D17All1_45,D17,ductal,human,celseq,celseq,1
celseq_D17All1_46,D17,alpha,human,celseq,celseq,7
celseq_D17All1_47,D17,ductal,human,celseq,celseq,1
celseq_D17All1_48,D17,ductal,human,celseq,celseq,1
celseq_D17All1_49,D17,alpha,human,celseq,celseq,6
celseq_D17All1_50,D17,acinar,human,celseq,celseq,2
celseq_D17All1_51,D17,beta,human,celseq,celseq,3
celseq_D17All1_52,D17,acinar,human,celseq,celseq,2
celseq_D17All1_53,D17,ductal,human,celseq,celseq,1
celseq_D17All1_54,D17,delta,human,celseq,celseq,5
celseq_D17All1_55,D17,alpha,human,celseq,celseq,6
celseq_D17All1_56,D17,ductal,human,celseq,celseq,1
celseq_D17All1_57,D17,alpha,human,celseq,celseq,6
celseq_D17All1_58,D17,alpha,human,celseq,celseq,7
celseq_D17All1_59,D17,beta,human,celseq,celseq,5
celseq_D17All1_60,D17,beta,human,celseq,celseq,3
celseq_D17All1_61,D17,delta,human,celseq,celseq,5
celseq_D17All1_62,D17,alpha,human,celseq,celseq,6
celseq_D17All1_63,D17,beta,human,celseq,celseq,0
celseq_D17All1_64,D17,alpha,human,celseq,celseq,4
celseq_D17All1_65,D17,ductal,human,celseq,celseq,1
celseq_D17All1_66,D17,beta,human,celseq,celseq,0
celseq_D17All1_68,D17,stellate,human,celseq,celseq,11
celseq_D17All1_69,D17,acinar,human,celseq,celseq,2
celseq_D17All1_70,D17,beta,human,celseq,celseq,3
celseq_D17All1_71,D17,beta,human,celseq,celseq,3
celseq_D17All1_72,D17,gamma,human,celseq,celseq,10
celseq_D17All1_73,D17,alpha,human,celseq,celseq,7
celseq_D17All1_74,D17,alpha,human,celseq,celseq,7
celseq_D17All1_75,D17,beta,human,celseq,celseq,0
celseq_D17All1_76,D17,ductal,human,celseq,celseq,1
celseq_D17All1_77,D17,delta,human,celseq,celseq,5
celseq_D17All1_78,D17,ductal,human,celseq,celseq,1
celseq_D17All1_79,D17,ductal,human,celseq,celseq,1
celseq_D17All1_80,D17,delta,human,celseq,celseq,5
celseq_D17All1_81,D17,beta,human,celseq,celseq,0
celseq_D17All1_82,D17,beta,human,celseq,celseq,0
celseq_D17All1_83,D17,beta,human,celseq,celseq,3
celseq_D17All1_84,D17,ductal,human,celseq,celseq,1
celseq_D17All1_86,D17,ductal,human,celseq,celseq,1
celseq_D17All1_87,D17,beta,human,celseq,celseq,0
celseq_D17All1_88,D17,alpha,human,celseq,celseq,6
celseq_D17All1_89,D17,alpha,human,celseq,celseq,4
celseq_D17All1_90,D17,beta,human,celseq,celseq,3
celseq_D17All1_91,D17,beta,human,celseq,celseq,0
celseq_D17All1_92,D17,acinar,human,celseq,celseq,2
celseq_D17All1_93,D17,alpha,human,celseq,celseq,7
celseq_D17All1_95,D17,beta,human,celseq,celseq,0
celseq_D17All1_96,D17,ductal,human,celseq,celseq,15
celseq_D17All2_1,D17,alpha,human,celseq,celseq,7
celseq_D17All2_2,D17,beta,human,celseq,celseq,3
celseq_D17All2_3,D17,acinar,human,celseq,celseq,2
celseq_D17All2_4,D17,ductal,human,celseq,celseq,8
celseq_D17All2_6,D17,alpha,human,celseq,celseq,9
celseq_D17All2_7,D17,delta,human,celseq,celseq,5
celseq_D17All2_8,D17,ductal,human,celseq,celseq,1
celseq_D17All2_9,D17,alpha,human,celseq,celseq,7
celseq_D17All2_10,D17,beta,human,celseq,celseq,3
celseq_D17All2_11,D17,alpha,human,celseq,celseq,7
celseq_D17All2_12,D17,beta,human,celseq,celseq,3
celseq_D17All2_13,D17,beta,human,celseq,celseq,3
celseq_D17All2_14,D17,gamma,human,celseq,celseq,10
celseq_D17All2_15,D17,alpha,human,celseq,celseq,6
celseq_D17All2_16,D17,alpha,human,celseq,celseq,8
celseq_D17All2_17,D17,alpha,human,celseq,celseq,9
celseq_D17All2_18,D17,ductal,human,celseq,celseq,1
celseq_D17All2_19,D17,delta,human,celseq,celseq,5
celseq_D17All2_20,D17,beta,human,celseq,celseq,3
celseq_D17All2_21,D17,beta,human,celseq,celseq,3
celseq_D17All2_22,D17,beta,human,celseq,celseq,0
celseq_D17All2_23,D17,ductal,human,celseq,celseq,1
celseq_D17All2_24,D17,alpha,human,celseq,celseq,7
celseq_D17All2_26,D17,beta,human,celseq,celseq,3
celseq_D17All2_27,D17,alpha,human,celseq,celseq,8
celseq_D17All2_28,D17,gamma,human,celseq,celseq,10
celseq_D17All2_29,D17,ductal,human,celseq,celseq,1
celseq_D17All2_30,D17,beta,human,celseq,celseq,0
celseq_D17All2_31,D17,beta,human,celseq,celseq,3
celseq_D17All2_32,D17,alpha,human,celseq,celseq,4
celseq_D17All2_34,D17,beta,human,celseq,celseq,0
celseq_D17All2_35,D17,beta,human,celseq,celseq,3
celseq_D17All2_36,D17,beta,human,celseq,celseq,3
celseq_D17All2_37,D17,alpha,human,celseq,celseq,4
celseq_D17All2_38,D17,gamma,human,celseq,celseq,10
celseq_D17All2_39,D17,alpha,human,celseq,celseq,7
celseq_D17All2_40,D17,alpha,human,celseq,celseq,4
celseq_D17All2_41,D17,beta,human,celseq,celseq,3
celseq_D17All2_43,D17,alpha,human,celseq,celseq,6
celseq_D17All2_44,D17,alpha,human,celseq,celseq,6
celseq_D17All2_45,D17,alpha,human,celseq,celseq,4
celseq_D17All2_46,D17,gamma,human,celseq,celseq,10
celseq_D17All2_47,D17,alpha,human,celseq,celseq,4
celseq_D17All2_48,D17,ductal,human,celseq,celseq,1
celseq_D17All2_49,D17,delta,human,celseq,celseq,5
celseq_D17All2_52,D17,alpha,human,celseq,celseq,6
celseq_D17All2_53,D17,ductal,human,celseq,celseq,1
celseq_D17All2_54,D17,ductal,human,celseq,celseq,1
celseq_D17All2_55,D17,beta,human,celseq,celseq,3
celseq_D17All2_56,D17,beta,human,celseq,celseq,3
celseq_D17All2_57,D17,beta,human,celseq,celseq,3
celseq_D17All2_58,D17,ductal,human,celseq,celseq,1
celseq_D17All2_59,D17,ductal,human,celseq,celseq,1
celseq_D17All2_61,D17,delta,human,celseq,celseq,5
celseq_D17All2_62,D17,alpha,human,celseq,celseq,7
celseq_D17All2_63,D17,gamma,human,celseq,celseq,10
celseq_D17All2_64,D17,ductal,human,celseq,celseq,16
celseq_D17All2_65,D17,beta,human,celseq,celseq,3
celseq_D17All2_66,D17,ductal,human,celseq,celseq,1
celseq_D17All2_68,D17,beta,human,celseq,celseq,0
celseq_D17All2_69,D17,beta,human,celseq,celseq,3
celseq_D17All2_70,D17,ductal,human,celseq,celseq,1
celseq_D17All2_71,D17,ductal,human,celseq,celseq,1
celseq_D17All2_72,D17,ductal,human,celseq,celseq,1
celseq_D17All2_74,D17,alpha,human,celseq,celseq,4
celseq_D17All2_76,D17,ductal,human,celseq,celseq,1
celseq_D17All2_77,D17,ductal,human,celseq,celseq,1
celseq_D17All2_78,D17,delta,human,celseq,celseq,5
celseq_D17All2_79,D17,acinar,human,celseq,celseq,2
celseq_D17All2_80,D17,ductal,human,celseq,celseq,0
celseq_D17All2_81,D17,ductal,human,celseq,celseq,1
celseq_D17All2_83,D17,stellate,human,celseq,celseq,11
celseq_D17All2_84,D17,alpha,human,celseq,celseq,4
celseq_D17All2_85,D17,gamma,human,celseq,celseq,10
celseq_D17All2_86,D17,stellate,human,celseq,celseq,11
celseq_D17All2_87,D17,beta,human,celseq,celseq,0
celseq_D17All2_88,D17,gamma,human,celseq,celseq,10
celseq_D17All2_90,D17,beta,human,celseq,celseq,3
celseq_D17All2_91,D17,ductal,human,celseq,celseq,1
celseq_D17All2_92,D17,gamma,human,celseq,celseq,10
celseq_D17All2_93,D17,stellate,human,celseq,celseq,11
celseq_D17All2_94,D17,beta,human,celseq,celseq,3
celseq_D17All2_95,D17,beta,human,celseq,celseq,3
celseq_D17TGFB_1,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_2,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_3,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_4,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_5,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_6,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_7,D17,endothelial,human,celseq,celseq,13
celseq_D17TGFB_8,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_9,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_10,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_11,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_12,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_13,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_14,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_15,D17,gamma,human,celseq,celseq,7
celseq_D17TGFB_16,D17,delta,human,celseq,celseq,2
celseq_D17TGFB_17,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_19,D17,ductal,human,celseq,celseq,1
celseq_D17TGFB_20,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_21,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_22,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_23,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_24,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_25,D17,ductal,human,celseq,celseq,1
celseq_D17TGFB_26,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_27,D17,ductal,human,celseq,celseq,2
celseq_D17TGFB_28,D17,ductal,human,celseq,celseq,1
celseq_D17TGFB_29,D17,ductal,human,celseq,celseq,0
celseq_D17TGFB_31,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_33,D17,ductal,human,celseq,celseq,2
celseq_D17TGFB_34,D17,ductal,human,celseq,celseq,2
celseq_D17TGFB_35,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_36,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_37,D17,ductal,human,celseq,celseq,0
celseq_D17TGFB_38,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_39,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_40,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_41,D17,acinar,human,celseq,celseq,0
celseq_D17TGFB_42,D17,ductal,human,celseq,celseq,7
celseq_D17TGFB_43,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_44,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_45,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_47,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_48,D17,ductal,human,celseq,celseq,7
celseq_D17TGFB_49,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_51,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_52,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_53,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_54,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_55,D17,ductal,human,celseq,celseq,2
celseq_D17TGFB_56,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_57,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_58,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_59,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_61,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_63,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_64,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_65,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_66,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_67,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_68,D17,beta,human,celseq,celseq,0
celseq_D17TGFB_69,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_70,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_71,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_72,D17,ductal,human,celseq,celseq,0
celseq_D17TGFB_73,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_74,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_75,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_76,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_77,D17,stellate,human,celseq,celseq,11
celseq_D17TGFB_78,D17,alpha,human,celseq,celseq,7
celseq_D17TGFB_79,D17,ductal,human,celseq,celseq,0
celseq_D17TGFB_80,D17,acinar,human,celseq,celseq,2
celseq_D17TGFB_81,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_82,D17,alpha,human,celseq,celseq,6
celseq_D17TGFB_83,D17,ductal,human,celseq,celseq,15
celseq_D17TGFB_85,D17,acinar,human,celseq,celseq,2
