cell_id,donor,cell_type,species,batch_nn,dataset,batch,leiden
celseq_D73_70-0,D7,ductal,human,celseq,celseq,0,1
celseq_D73_71-0,D7,ductal,human,celseq,celseq,0,1
celseq_D73_72-0,D7,beta,human,celseq,celseq,0,4
celseq_D73_73-0,D7,ductal,human,celseq,celseq,0,10
celseq_D73_76-0,D7,ductal,human,celseq,celseq,0,17
celseq_D73_78-0,D7,ductal,human,celseq,celseq,0,1
celseq_D73_79-0,D7,alpha,human,celseq,celseq,0,0
celseq_D73_81-0,D7,alpha,human,celseq,celseq,0,0
celseq_D73_82-0,D7,delta,human,celseq,celseq,0,11
celseq_D73_83-0,D7,acinar,human,celseq,celseq,0,5
celseq_D73_84-0,D7,ductal,human,celseq,celseq,0,1
celseq_D73_85-0,D7,beta,human,celseq,celseq,0,4
celseq_D73_86-0,D7,delta,human,celseq,celseq,0,11
celseq_D73_87-0,D7,beta,human,celseq,celseq,0,4
celseq_D73_89-0,D7,ductal,human,celseq,celseq,0,1
celseq_D73_90-0,D7,delta,human,celseq,celseq,0,11
celseq_D73_91-0,D7,beta,human,celseq,celseq,0,4
celseq_D73_92-0,D7,beta,human,celseq,celseq,0,4
celseq_D73_96-0,D7,ductal,human,celseq,celseq,0,1
celseq_D10631_2-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_3-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_10-0,D10,ductal,human,celseq,celseq,0,8
celseq_D10631_15-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_17-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_24-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_29-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_38-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_45-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_48-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_50-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_53-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_54-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_56-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_57-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_61-0,D10,alpha,human,celseq,celseq,0,0
celseq_D10631_63-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_65-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_66-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_67-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_68-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_69-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_70-0,D10,stellate,human,celseq,celseq,0,13
celseq_D10631_76-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_85-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_88-0,D10,ductal,human,celseq,celseq,0,22
celseq_D10631_90-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_91-0,D10,acinar,human,celseq,celseq,0,5
celseq_D10631_92-0,D10,ductal,human,celseq,celseq,0,1
celseq_D10631_95-0,D10,ductal,human,celseq,celseq,0,5
celseq_D10631_96-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_5-0,D10,gamma,human,celseq,celseq,0,15
celseq_D101_7-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_10-0,D10,alpha,human,celseq,celseq,0,0
celseq_D101_13-0,D10,delta,human,celseq,celseq,0,11
celseq_D101_14-0,D10,beta,human,celseq,celseq,0,4
celseq_D101_17-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_21-0,D10,endothelial,human,celseq,celseq,0,16
celseq_D101_22-0,D10,delta,human,celseq,celseq,0,11
celseq_D101_25-0,D10,alpha,human,celseq,celseq,0,15
celseq_D101_27-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_29-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_31-0,D10,beta,human,celseq,celseq,0,4
celseq_D101_35-0,D10,beta,human,celseq,celseq,0,7
celseq_D101_37-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_43-0,D10,gamma,human,celseq,celseq,0,17
celseq_D101_48-0,D10,stellate,human,celseq,celseq,0,13
celseq_D101_50-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_51-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_52-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_53-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_66-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_69-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_72-0,D10,ductal,human,celseq,celseq,0,1
celseq_D101_73-0,D10,ductal,human,celseq,celseq,0,8
celseq_D101_74-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_81-0,D10,alpha,human,celseq,celseq,0,0
celseq_D101_82-0,D10,acinar,human,celseq,celseq,0,5
celseq_D101_84-0,D10,alpha,human,celseq,celseq,0,0
celseq_D101_89-0,D10,beta,human,celseq,celseq,0,4
celseq_D101_93-0,D10,gamma,human,celseq,celseq,0,17
celseq_D101_95-0,D10,alpha,human,celseq,celseq,0,0
celseq_D102_1-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_4-0,D10,gamma,human,celseq,celseq,0,17
celseq_D102_7-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_11-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_17-0,D10,delta,human,celseq,celseq,0,11
celseq_D102_18-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_21-0,D10,stellate,human,celseq,celseq,0,13
celseq_D102_24-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_25-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_26-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_39-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_45-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_50-0,D10,delta,human,celseq,celseq,0,12
celseq_D102_51-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_54-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_55-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_58-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_59-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_61-0,D10,delta,human,celseq,celseq,0,11
celseq_D102_63-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_64-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_66-0,D10,beta,human,celseq,celseq,0,4
celseq_D102_68-0,D10,alpha,human,celseq,celseq,0,0
celseq_D102_69-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_71-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_73-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_76-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_78-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_79-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_87-0,D10,ductal,human,celseq,celseq,0,1
celseq_D102_91-0,D10,acinar,human,celseq,celseq,0,5
celseq_D102_93-0,D10,alpha,human,celseq,celseq,0,0
celseq_D102_96-0,D10,beta,human,celseq,celseq,0,4
celseq_D1713_1-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_2-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_3-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_4-0,D17,ductal,human,celseq,celseq,0,10
celseq_D1713_5-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_8-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_9-0,D17,alpha,human,celseq,celseq,0,0
celseq_D1713_10-0,D17,ductal,human,celseq,celseq,0,10
celseq_D1713_11-0,D17,beta,human,celseq,celseq,0,12
celseq_D1713_12-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_13-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_14-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_15-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_16-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_17-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_18-0,D17,beta,human,celseq,celseq,0,4
celseq_D1713_19-0,D17,beta,human,celseq,celseq,0,14
celseq_D1713_20-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_21-0,D17,alpha,human,celseq,celseq,0,3
celseq_D1713_22-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_23-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_25-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_26-0,D17,delta,human,celseq,celseq,0,11
celseq_D1713_27-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_28-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_29-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_30-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_31-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_32-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_33-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_34-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_35-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_38-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_40-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_41-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_42-0,D17,ductal,human,celseq,celseq,0,5
celseq_D1713_43-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_46-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_47-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_48-0,D17,ductal,human,celseq,celseq,0,10
celseq_D1713_49-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_50-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_51-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_52-0,D17,ductal,human,celseq,celseq,0,10
celseq_D1713_53-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_54-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_55-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_56-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_57-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_58-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_59-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_61-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_62-0,D17,ductal,human,celseq,celseq,0,16
celseq_D1713_63-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_64-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_65-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_66-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_67-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_68-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_69-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_70-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_71-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_72-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_73-0,D17,ductal,human,celseq,celseq,0,19
celseq_D1713_74-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_75-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_76-0,D17,stellate,human,celseq,celseq,0,13
celseq_D1713_77-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_79-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_80-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_81-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_82-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_83-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_84-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_85-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_86-0,D17,ductal,human,celseq,celseq,0,7
celseq_D1713_87-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_88-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_89-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_90-0,D17,alpha,human,celseq,celseq,0,0
celseq_D1713_91-0,D17,acinar,human,celseq,celseq,0,5
celseq_D1713_92-0,D17,ductal,human,celseq,celseq,0,10
celseq_D1713_93-0,D17,ductal,human,celseq,celseq,0,16
celseq_D1713_94-0,D17,ductal,human,celseq,celseq,0,1
celseq_D1713_95-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_1-0,D17,delta,human,celseq,celseq,0,11
celseq_D172444_8-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_9-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_10-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_11-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_13-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_15-0,D17,ductal,human,celseq,celseq,0,1
celseq_D172444_18-0,D17,ductal,human,celseq,celseq,0,10
celseq_D172444_19-0,D17,acinar,human,celseq,celseq,0,5
celseq_D172444_21-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_22-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_23-0,D17,ductal,human,celseq,celseq,0,17
celseq_D172444_25-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_26-0,D17,ductal,human,celseq,celseq,0,0
celseq_D172444_28-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_29-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_32-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_33-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_35-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_36-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_37-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_38-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_39-0,D17,endothelial,human,celseq,celseq,0,16
celseq_D172444_41-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_42-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_43-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_46-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_47-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_48-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_49-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_51-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_52-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_53-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_54-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_55-0,D17,beta,human,celseq,celseq,0,14
celseq_D172444_56-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_57-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_59-0,D17,ductal,human,celseq,celseq,0,1
celseq_D172444_60-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_62-0,D17,alpha,human,celseq,celseq,0,18
celseq_D172444_65-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_66-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_67-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_68-0,D17,gamma,human,celseq,celseq,0,17
celseq_D172444_69-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_71-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_72-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_73-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_74-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_75-0,D17,ductal,human,celseq,celseq,0,0
celseq_D172444_76-0,D17,delta,human,celseq,celseq,0,11
celseq_D172444_77-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_78-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_79-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_80-0,D17,delta,human,celseq,celseq,0,11
celseq_D172444_81-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_83-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_85-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_86-0,D17,beta,human,celseq,celseq,0,4
celseq_D172444_87-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_88-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_90-0,D17,alpha,human,celseq,celseq,0,0
celseq_D172444_91-0,D17,alpha,human,celseq,celseq,0,17
celseq_D172444_93-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_1-0,D17,alpha,human,celseq,celseq,0,18
celseq_D17All1_2-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All1_3-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_4-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_5-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_6-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_7-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_8-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_9-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_10-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_11-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_12-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_16-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_18-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All1_19-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_20-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_22-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_23-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_24-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_25-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_26-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_27-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_28-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All1_29-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_30-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_31-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_32-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_33-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_35-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_36-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All1_37-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_38-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_39-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_40-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_41-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_42-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_43-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_44-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_45-0,D17,ductal,human,celseq,celseq,0,10
celseq_D17All1_46-0,D17,alpha,human,celseq,celseq,0,18
celseq_D17All1_47-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_48-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_49-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_50-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All1_51-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_52-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All1_53-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_54-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_55-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_56-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_57-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_58-0,D17,alpha,human,celseq,celseq,0,20
celseq_D17All1_59-0,D17,beta,human,celseq,celseq,0,11
celseq_D17All1_60-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_61-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_62-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_63-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_64-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_65-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_66-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_68-0,D17,stellate,human,celseq,celseq,0,13
celseq_D17All1_69-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All1_70-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_71-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_72-0,D17,gamma,human,celseq,celseq,0,7
celseq_D17All1_73-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_74-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_75-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_76-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_77-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_78-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_79-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_80-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All1_81-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_82-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_83-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_84-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_86-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All1_87-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_88-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_89-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_90-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_91-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All1_92-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All1_93-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All1_95-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All1_96-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_1-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_2-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_3-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All2_4-0,D17,ductal,human,celseq,celseq,0,10
celseq_D17All2_6-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_7-0,D17,delta,human,celseq,celseq,0,14
celseq_D17All2_8-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_9-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_10-0,D17,beta,human,celseq,celseq,0,2
celseq_D17All2_11-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_12-0,D17,beta,human,celseq,celseq,0,9
celseq_D17All2_13-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_14-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All2_15-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_16-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_17-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_18-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_19-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All2_20-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_21-0,D17,beta,human,celseq,celseq,0,9
celseq_D17All2_22-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_23-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_24-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_26-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_27-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_28-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All2_29-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_30-0,D17,beta,human,celseq,celseq,0,9
celseq_D17All2_31-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All2_32-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_34-0,D17,beta,human,celseq,celseq,0,9
celseq_D17All2_35-0,D17,beta,human,celseq,celseq,0,9
celseq_D17All2_36-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_37-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_38-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All2_39-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_40-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_41-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_43-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_44-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_45-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_46-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All2_47-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_48-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_49-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All2_52-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_53-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_54-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_55-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_56-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_57-0,D17,beta,human,celseq,celseq,0,14
celseq_D17All2_58-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_59-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_61-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All2_62-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_63-0,D17,gamma,human,celseq,celseq,0,17
celseq_D17All2_64-0,D17,ductal,human,celseq,celseq,0,10
celseq_D17All2_65-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_66-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_68-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_69-0,D17,beta,human,celseq,celseq,0,4
celseq_D17All2_70-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_71-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_72-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_74-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_76-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_77-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_78-0,D17,delta,human,celseq,celseq,0,11
celseq_D17All2_79-0,D17,acinar,human,celseq,celseq,0,5
celseq_D17All2_80-0,D17,ductal,human,celseq,celseq,0,10
celseq_D17All2_81-0,D17,ductal,human,celseq,celseq,0,1
celseq_D17All2_83-0,D17,stellate,human,celseq,celseq,0,13
celseq_D17All2_84-0,D17,alpha,human,celseq,celseq,0,0
celseq_D17All2_85-0,D17,gamma,human,celseq,celseq,0,17
